batch_num,time,thickness_average,roll_length,speed,meter,gapDR,gapOP,MES_pressureDR,MES_pressureOP,thickness_average_second,time_gap
E3J2BC1221,2024-03-18 15:30:07,137.64,3600.09,29.98,28.07,476.6,487.65,13.39026,10.74062,140.52107330065797,54.0
E3J2BC1221,2024-03-18 15:30:21,138.89,14533.019999999997,49.97,38.78,473.75,501.05,14.24398,11.41186,143.53886827943995,54.0
E3J2BC1221,2024-03-18 15:30:26,139.52,20176.43,69.97,43.45,476.95,500.11,14.72533,11.66814,145.8667307326262,54.0
E3J2BC1221,2024-03-18 15:30:31,139.2,25881.519999999997,69.99,49.73,468.95,499.68,14.46763,11.64321,144.58994986307846,54.0
E3J2BC1221,2024-03-18 15:30:36,138.89,33057.23,97.86,55.5,474.41,497.29,14.54517,12.36896,144.85909441412758,54.0
E3J2BC1221,2024-03-18 15:30:41,139.8,41214.53,99.99,63.99,474.28,497.12,14.21677,12.22831,146.57745981554677,54.0
E3J2BC1221,2024-03-18 15:30:46,140.33,49366.61,99.99,72.02,475.17,497.91,14.24902,12.00558,145.83941812065714,54.0
E3J2BC1221,2024-03-18 15:30:51,140.03,57640.03,99.98,80.05,475.17,497.91,14.21682,11.98302,145.76942488665418,54.0
E3J2BC1221,2024-03-18 15:30:56,140.15,65691.47,99.98,89.2,470.53,497.45,14.63435,12.28891,145.3191684080762,54.0
E3J2BC1221,2024-03-18 15:31:00,139.5,73839.58,99.99,96.49,470.53,497.45,14.01912,11.7015,144.69289245387182,54.0
E3J2BC1221,2024-03-18 15:31:05,139.62,82009.25,99.99,104.52,478.53,498.11,14.03895,11.77855,144.1469986982089,54.0
E3J2BC1221,2024-03-18 15:31:10,140.6,90327.37,99.98,113.92,478.53,498.11,14.42868,12.61749,144.20923311048475,54.0
E3J2BC1221,2024-03-18 15:31:15,140.53,98358.06,99.99,121.52,473.41,495.12,14.05274,12.50131,144.60697911418825,54.0
E3J2BC1221,2024-03-18 15:31:20,139.51,106495.57999999999,99.99,129.14,473.41,495.12,14.1659,13.36703,144.04828660652325,54.0
E3J2BC1221,2024-03-18 15:31:25,139.64,114654.67000000001,99.98,138.28,480.44,491.49,14.31205,13.30392,144.44900521215084,54.0
E3J2BC1221,2024-03-18 15:31:30,139.9,122835.16,99.98,145.53,480.44,488.49,14.31048,13.21508,144.47415559855963,54.0
E3J2BC1221,2024-03-18 15:31:45,139.41,147120.17,99.99,170.24,478.39,488.56,14.37426,13.44387,144.23295492052392,54.0
E3J2BC1221,2024-03-18 15:31:59,138.94,170321.34,99.98,193.45,478.39,488.56,14.35348,13.24497,144.03469887683966,54.0
E3J2BC1221,2024-03-18 15:32:03,139.15,178459.28,99.98,201.67,482.49,491.57,14.40165,13.3039,144.17484327546242,54.0
E3J2BC1221,2024-03-18 15:32:08,140.25,186639.33,99.99,209.86,482.49,491.57,13.88414,12.46431,144.3529004131005,54.0
E3J2BC1221,2024-03-18 15:32:13,140.44,195032.36,99.99,218.96,478.6,484.9,14.7746,14.50282,143.96350274294764,54.0
E3J2BC1221,2024-03-18 15:32:18,138.44,202968.14,99.99,225.27,478.6,484.9,14.4576,13.81063,144.16000935338982,54.0
E3J2BC1221,2024-03-18 15:32:23,138.87,211169.67,99.99,234.5,484.58,489.41,13.9706,12.63666,143.69651862174481,54.0
E3J2BC1221,2024-03-18 15:32:28,140.3,219254.2,99.98,242.53,484.58,489.41,13.9706,12.63666,143.75311023526382,54.0
E3J2BC1221,2024-03-18 15:32:33,140.32,227423.59,99.98,250.64,480.43,486.05,14.24234,13.18333,143.75838353299184,54.0
E3J2BC1221,2024-03-18 15:32:38,139.09,235582.91,99.98,259.25,480.43,486.05,14.20167,13.45331,143.66255414811667,54.0
E3J2BC1221,2024-03-18 15:32:43,139.12,243742.0,99.98,266.71,483.44,488.17,14.00553,12.80149,143.41535415608055,54.0
E3J2BC1221,2024-03-18 15:32:48,140.05,251922.40999999997,99.99,274.84,483.44,488.17,13.83802,12.88201,143.44646797874148,54.0
E3J2BC1221,2024-03-18 15:32:53,139.94,260092.15999999997,99.98,284.07,482.83,489.39,14.07988,12.6068,143.3892291299023,54.0
E3J2BC1221,2024-03-18 15:32:57,139.67,268251.19,99.99,291.97,482.83,489.39,14.07988,12.6068,143.69983716188068,54.0
E3J2BC1221,2024-03-18 15:33:02,139.84,276431.16,99.96,299.19,482.82,487.14,14.07118,13.07227,143.3541532924411,54.0
E3J2BC1221,2024-03-18 15:33:07,139.84,284537.59,99.98,308.27,482.82,487.14,14.02019,13.1521,143.7780303647464,54.0
E3J2BC1221,2024-03-18 15:33:22,139.79,308897.88,99.98,331.93,483.23,487.2,13.94008,13.08617,144.10167847396332,54.0
E3J2BC1221,2024-03-18 15:33:36,139.85,332109.47,99.99,355.11,483.23,487.2,14.06859,13.12913,143.9129837979857,54.0
E3J2BC1221,2024-03-18 15:33:41,140.05,340247.59,99.99,364.15,483.6,487.23,14.01561,13.08606,143.13519247783856,54.0
E3J2BC1221,2024-03-18 15:33:46,139.65,348406.56,99.98,372.03,483.6,487.23,13.98166,13.0838,143.94923337947924,54.0
E3J2BC1221,2024-03-18 15:33:51,139.85,356555.0,99.98,379.25,483.77,487.71,14.02077,12.86274,144.58710982905376,54.0
E3J2BC1221,2024-03-18 15:33:56,140.01,364905.78,99.98,388.32,483.77,487.71,13.92302,12.94684,144.33006981276947,54.0
E3J2BC1221,2024-03-18 15:34:00,140.22,372894.78,99.99,395.49,484.12,486.34,13.93287,13.30761,142.6001674891907,54.0
E3J2BC1221,2024-03-18 15:34:05,139.7,381064.66,99.98,404.48,484.12,486.34,13.95608,13.32288,142.8695178647255,54.0
E3J2BC1221,2024-03-18 15:34:10,139.89,389234.41,99.98,412.45,484.43,487.08,13.86491,12.97647,143.85401799616474,54.0
E3J2BC1221,2024-03-18 15:34:15,140.16,397393.53,99.99,420.36,484.43,487.08,14.00397,13.51005,145.17939602695589,54.0
E3J2BC1221,2024-03-18 15:34:20,140.13,405595.19,99.99,429.32,484.11,485.96,14.02346,13.49333,143.78666958016342,54.0
E3J2BC1221,2024-03-18 15:34:25,139.7,413722.31,99.99,436.53,484.11,485.96,13.935,12.92022,143.43231498554044,54.0
E3J2BC1221,2024-03-18 15:34:30,139.81,421892.19,99.99,445.46,484.64,487.47,13.95801,12.86027,143.3110010898334,54.0
E3J2BC1221,2024-03-18 15:34:35,140.12,430040.69,99.99,453.42,484.64,487.47,14.06769,13.42815,143.57865969986025,54.0
E3J2BC1221,2024-03-18 15:34:40,140.16,438189.13,99.98,462.36,484.71,485.86,13.8827,12.87202,142.97248127793935,54.0
E3J2BC1221,2024-03-18 15:34:45,139.66,446369.59,99.96,469.67,484.71,485.86,13.85958,12.97645,143.36329026889726,54.0
E3J2BC1221,2024-03-18 15:34:59,140.3,470677.16,99.98,494.07,485.28,487.09,13.85958,12.97645,143.74657596577268,54.0
E3J2BC1221,2024-03-18 15:35:13,140.64,488693.34,34.8,513.83,492.67,489.12,13.88106,12.83444,142.93753922316756,54.0
E3J2BC1221,2024-03-18 15:35:18,140.22,489071.19,4.99,514.79,499.72,491.05,13.90837,12.86764,142.94603888834092,54.0
E3J2BC1221,2024-03-18 15:35:23,140.63,489493.22,4.97,515.2,499.72,491.05,12.91312,11.84908,142.9974006938379,54.0
E3J2BC1221,2024-03-18 15:35:28,141.53,489903.28,5.0,515.6,499.72,491.05,12.70956,11.44616,143.0764326874753,54.0
E3J2BC1221,2024-03-18 15:35:33,140.8,490310.34,4.97,515.99,499.72,491.05,12.55088,11.12351,143.1548864828468,54.0
E3J2BC1221,2024-03-18 15:35:38,140.57,490716.47,4.99,516.44,499.72,491.05,12.70437,11.37293,143.23316103675583,54.0
E3J2BC1221,2024-03-18 15:35:43,140.63,491120.69,4.95,516.8,499.72,491.05,12.89543,11.35933,143.3110674711023,54.0
E3J2BC1221,2024-03-18 15:35:48,140.52,491535.69,4.99,517.25,499.72,491.05,12.74174,11.51524,143.39105156455085,54.0
E3J2BC1221,2024-03-18 15:35:52,141.14,491927.91,4.97,517.64,499.72,491.05,12.69134,11.3005,143.46664520583371,54.0
E3J2BC1221,2024-03-18 15:35:57,141.06,492332.91,4.97,518.01,499.72,491.05,12.46588,11.43215,143.54470197172927,54.0
E3J2BC1221,2024-03-18 15:36:02,142.09,492736.09,5.0,518.45,499.72,491.05,12.92813,11.41323,143.62240796401022,54.0
E3J2BC1221,2024-03-18 15:36:07,140.61,493148.75,4.99,518.85,499.72,491.05,12.78694,11.34093,143.7019410628114,54.0
E3J2BC1221,2024-03-18 15:36:12,140.87,493545.75,5.0,519.29,499.72,491.05,13.5102,10.67965,143.71479439408995,54.0
E3J2BC1221,2024-03-18 15:36:17,139.46,494236.81,8.36,519.65,499.72,491.05,13.06976,11.31693,143.62749631349953,54.0
E3J2BC1221,2024-03-18 15:36:22,140.15,495889.03,19.97,521.35,492.86,493.77,13.99783,11.82306,143.41877979870614,54.0
E3J2BC1221,2024-03-18 15:36:37,140.61,504769.81000000006,49.96,529.25,485.87,492.68,13.86781,11.78784,143.31087481072632,54.0
E3J2BC1221,2024-03-18 15:36:51,140.14,517988.18999999994,79.03,541.64,483.93,492.15,14.10363,12.18219,144.16015957932083,54.0
E3J2BC1221,2024-03-18 15:36:55,140.65,526169.38,99.98,550.37,479.77,482.65,14.52276,13.53189,143.9723695193776,54.0
E3J2BC1221,2024-03-18 15:37:00,139.02,534307.75,99.98,558.25,479.77,482.65,13.84645,12.16475,143.4839087433233,54.0
E3J2BC1221,2024-03-18 15:37:05,139.21,542493.81,99.98,565.38,480.14,486.53,14.26469,13.64682,143.4687866750882,54.0
E3J2BC1221,2024-03-18 15:37:10,139.41,550662.13,99.98,574.37,480.14,483.53,14.11628,13.64873,143.35975368684385,54.0
E3J2BC1221,2024-03-18 15:37:15,139.61,558832.13,99.98,582.38,481.15,483.22,14.25239,13.55304,143.52016115191014,54.0
E3J2BC1221,2024-03-18 15:37:20,139.25,566991.63,99.99,591.37,481.15,483.22,14.25239,13.55304,143.44427036466482,54.0
E3J2BC1221,2024-03-18 15:37:25,139.24,575140.44,99.99,599.29,479.51,484.5,14.56834,13.17206,143.76385547949354,54.0
E3J2BC1221,2024-03-18 15:37:30,139.14,583321.44,99.99,606.56,480.85,485.61,14.20771,12.96439,144.03227844589003,54.0
E3J2BC1221,2024-03-18 15:37:35,139.6,591470.0,99.98,615.57,480.85,485.61,14.11248,13.6859,143.82782476283143,54.0
E3J2BC1221,2024-03-18 15:37:40,139.44,599639.69,99.99,622.68,482.79,483.51,14.11248,13.6859,143.58526321119174,54.0
E3J2BC1221,2024-03-18 15:37:45,139.49,607809.75,99.99,631.69,482.79,483.51,14.20527,13.4592,143.55474988229756,54.0
E3J2BC1221,2024-03-18 15:37:50,139.4,616001.0,99.99,639.67,480.5,485.68,14.30536,12.87972,144.06345020428827,54.0
E3J2BC1221,2024-03-18 15:37:54,139.44,624160.56,99.98,647.52,480.5,485.68,14.21463,13.19999,143.69072762202077,54.0
E3J2BC1221,2024-03-18 15:37:59,139.36,632320.31,99.99,656.56,485.48,484.35,14.21463,13.19999,143.6377569142086,54.0
E3J2BC1221,2024-03-18 15:38:14,140.15,656680.63,99.98,680.63,485.48,484.35,13.86344,13.24452,143.9998213124294,54.0
E3J2BC1221,2024-03-18 15:38:28,139.43,679776.31,99.99,703.02,482.97,484.16,14.0132,13.2972,143.16446039510865,54.0
E3J2BC1221,2024-03-18 15:38:33,139.37,688180.44,99.99,712.86,482.97,484.16,14.23055,13.37594,144.05240646207437,54.0
E3J2BC1221,2024-03-18 15:38:38,139.4,696095.38,99.98,718.88,486.46,488.32,14.25998,13.41651,144.91844572824175,54.0
E3J2BC1221,2024-03-18 15:38:43,140.46,704307.63,99.96,728.41,486.46,488.32,13.93081,12.39393,144.7789351404844,54.0
E3J2BC1221,2024-03-18 15:38:48,140.26,712456.19,99.98,736.34,484.9,484.42,13.87437,12.37918,142.73235943505819,54.0
E3J2BC1221,2024-03-18 15:38:52,139.56,720700.56,99.99,744.3,484.9,484.42,14.17039,13.31969,143.26331117859255,54.0
E3J2BC1221,2024-03-18 15:38:57,139.75,728753.63,99.99,752.27,484.99,487.96,13.99214,12.3707,143.6785729170314,54.0
E3J2BC1221,2024-03-18 15:39:02,140.22,736902.38,99.98,761.23,484.99,487.96,14.08622,13.08353,143.53062052861569,54.0
E3J2BC1221,2024-03-18 15:39:07,139.9,745072.56,99.99,768.44,485.76,484.88,13.98294,12.35316,143.3308293630201,54.0
E3J2BC1221,2024-03-18 15:39:12,139.7,753231.56,99.99,777.44,485.76,484.88,14.44311,13.36575,143.34372513914298,54.0
E3J2BC1221,2024-03-18 15:39:17,139.76,761412.5,99.99,784.76,485.79,487.61,14.43608,13.95953,143.58064374183962,54.0
E3J2BC1221,2024-03-18 15:39:22,140.3,769571.63,99.98,793.71,482.79,484.61,14.42308,13.84934,143.87814961347502,54.0
E3J2BC1221,2024-03-18 15:39:27,139.4,777720.69,99.98,801.59,482.74,481.74,13.84998,12.45381,143.4738056285672,54.0
E3J2BC1221,2024-03-18 15:39:32,138.99,785890.81,99.98,809.57,482.74,481.74,13.98143,12.459,143.31098947426636,54.0
E3J2BC1221,2024-03-18 15:39:37,138.94,794050.38,99.99,818.6,486.68,489.74,13.91883,12.32252,143.22581551356146,54.0
E3J2BC1221,2024-03-18 15:39:51,140.39,818357.13,99.98,842.06,486.68,489.74,14.30775,13.22245,143.07785624211854,54.0
E3J2BC1221,2024-03-18 15:40:05,139.69,841495.0,99.99,865.27,484.05,485.84,14.23214,13.20253,142.5428232738172,54.0
E3J2BC1221,2024-03-18 15:40:10,139.75,849707.38,99.98,874.21,484.05,485.84,14.23998,13.1596,143.3320727329855,54.0
E3J2BC1221,2024-03-18 15:40:15,139.51,857877.5,99.99,881.4,487.83,486.37,13.93364,12.84451,143.66068085515252,54.0
E3J2BC1221,2024-03-18 15:40:20,140.14,866036.56,99.99,890.45,487.83,486.37,14.27227,12.37542,142.16015950222362,54.0
E3J2BC1221,2024-03-18 15:40:25,140.2,874227.75,99.99,897.64,485.56,487.41,14.04553,12.67356,142.43433622177952,54.0
E3J2BC1221,2024-03-18 15:40:30,140.05,882376.5,99.98,906.58,485.56,487.41,14.04553,12.67356,143.236576897689,54.0
E3J2BC1221,2024-03-18 15:40:35,139.86,890578.56,99.96,914.53,487.09,485.08,13.90637,13.4359,144.04406591848974,54.0
E3J2BC1221,2024-03-18 15:40:40,139.88,898769.56,99.98,922.37,487.09,485.08,13.98899,13.47433,143.95918955425483,54.0
E3J2BC1221,2024-03-18 15:40:45,139.74,906971.56,99.98,931.4,486.49,487.57,14.05067,12.62027,143.82897204640707,54.0
E3J2BC1221,2024-03-18 15:40:49,140.22,915099.13,99.98,938.53,486.49,487.57,13.94357,13.37631,143.64554168250532,54.0
E3J2BC1221,2024-03-18 15:40:55,139.92,923588.25,99.99,947.56,486.95,485.49,14.04708,13.29945,142.89705146562648,54.0
E3J2BC1221,2024-03-18 15:40:59,139.8,931407.31,99.98,954.82,486.95,485.49,14.04708,13.29945,142.97292319675054,54.0
E3J2BC1221,2024-03-18 15:41:04,139.76,939587.75,99.99,963.82,486.68,487.73,14.00543,12.5861,143.6462221697742,54.0
E3J2BC1221,2024-03-18 15:41:09,140.18,947736.31,99.99,971.66,486.68,487.73,13.9216,13.13289,142.98635443631542,54.0
E3J2BC1221,2024-03-18 15:41:14,140.0,955905.94,99.99,980.75,487.1,485.59,13.96129,13.25299,143.36596316919778,54.0
E3J2BC1221,2024-03-18 15:41:29,140.19,980533.25,99.98,1004.16,487.1,485.59,14.01889,13.18332,143.113174240351,54.0
E3J2BC1221,2024-03-18 15:41:43,139.76,1003383.19,99.96,1027.54,486.62,485.8,14.08774,12.9758,143.39478299166615,54.0
E3J2BC1221,2024-03-18 15:41:47,139.84,1011542.44,99.98,1036.57,486.62,485.8,14.01844,13.08781,143.0512527840866,54.0
E3J2BC1221,2024-03-18 15:41:52,139.86,1019733.75,99.99,1043.82,487.02,487.79,13.84841,12.54028,142.91548566968842,54.0
E3J2BC1221,2024-03-18 15:41:57,140.35,1027882.5,99.98,1052.86,487.02,487.79,13.87889,12.5829,143.19422195422067,54.0
E3J2BC1221,2024-03-18 15:42:02,139.92,1036126.75,99.98,1060.01,486.87,484.8,14.01707,13.33197,142.4897662890036,54.0
E3J2BC1221,2024-03-18 15:42:07,139.7,1044562.5,99.99,1068.94,486.87,484.8,13.8228,12.42154,142.80894938272797,54.0
E3J2BC1221,2024-03-18 15:42:12,139.67,1052349.63,99.99,1076.83,487.43,487.82,13.93134,12.63123,142.639828983311,54.0
E3J2BC1221,2024-03-18 15:42:17,140.33,1060508.63,99.99,1084.7,487.43,487.82,13.94397,13.29187,142.44760523759973,54.0
E3J2BC1221,2024-03-18 15:42:22,139.85,1068678.38,99.99,1092.7,487.39,484.85,13.98911,13.21798,142.67611002115422,54.0
E3J2BC1221,2024-03-18 15:42:27,139.65,1076838.0,99.99,1101.73,487.39,484.85,13.98911,13.21798,142.5434444004083,54.0
E3J2BC1221,2024-03-18 15:42:32,139.67,1085337.75,99.99,1109.66,487.47,488.32,13.85632,12.35763,142.22628156933214,54.0
E3J2BC1221,2024-03-18 15:42:37,140.33,1093177.75,99.98,1117.56,487.47,488.32,13.89903,13.20771,142.59877094731814,54.0
E3J2BC1221,2024-03-18 15:42:41,140.03,1101348.0,99.99,1126.53,487.52,484.97,13.95633,13.19823,142.2219246661477,54.0
E3J2BC1221,2024-03-18 15:42:46,139.83,1109485.88,99.99,1133.78,487.52,484.97,13.93966,12.35091,142.43487318725295,54.0
E3J2BC1221,2024-03-18 15:42:51,139.56,1117677.25,99.98,1142.77,486.8,487.93,13.93966,12.35091,143.37764295016558,54.0
E3J2BC1221,2024-03-18 15:43:06,140.05,1142006.25,99.98,1166.18,486.8,487.93,13.91964,12.3996,143.35529156595567,54.0
E3J2BC1221,2024-03-18 15:43:20,139.87,1165197.13,99.99,1189.53,487.63,486.98,13.8874,12.44558,141.5320423335957,54.0
E3J2BC1221,2024-03-18 15:43:25,140.07,1173377.63,99.98,1197.42,487.63,486.98,13.72538,12.71694,142.56689913720592,54.0
E3J2BC1221,2024-03-18 15:43:30,139.79,1181558.38,99.98,1206.37,488.16,485.71,13.81164,12.68614,143.24335702973514,54.0
E3J2BC1221,2024-03-18 15:43:35,139.86,1189717.5,99.98,1213.56,488.16,485.71,13.85595,12.7048,140.56788473677565,54.0
E3J2BC1221,2024-03-18 15:43:40,139.76,1197887.63,99.98,1222.66,487.29,488.11,13.71146,12.97699,143.25524791045683,54.0
E3J2BC1221,2024-03-18 15:43:45,140.24,1206440.25,99.98,1230.53,487.29,488.11,13.7957,13.13288,144.02619034245578,54.0
E3J2BC1221,2024-03-18 15:43:49,139.77,1214280.5,99.99,1239.5,487.7,485.81,13.77464,12.36271,144.36741704256082,54.0
E3J2BC1221,2024-03-18 15:43:54,139.8,1222407.75,99.99,1246.79,487.7,485.81,13.70612,12.88721,144.2166921583013,54.0
E3J2BC1221,2024-03-18 15:43:59,139.62,1230875.63,99.99,1255.78,487.44,488.63,13.83741,13.03483,143.65751417234918,54.0
E3J2BC1221,2024-03-18 15:44:04,140.17,1238747.63,99.98,1263.74,487.44,488.63,13.7408,12.26238,143.6345373306152,54.0
E3J2BC1221,2024-03-18 15:44:09,139.88,1246938.88,99.99,1271.62,488.37,485.99,13.7408,12.26238,143.96273718262773,54.0
E3J2BC1221,2024-03-18 15:44:14,139.8,1255108.5,99.98,1280.65,488.37,485.99,13.69426,12.28548,143.39391950006066,54.0
E3J2BC1221,2024-03-18 15:44:19,139.58,1263268.0,99.98,1287.82,487.44,488.52,13.69426,12.28548,143.33975680009357,54.0
E3J2BC1221,2024-03-18 15:44:24,139.92,1271583.13,99.98,1296.77,487.44,488.52,13.70353,12.73169,143.83116949461777,54.0
E3J2BC1221,2024-03-18 15:44:29,139.51,1276474.75,37.96,1303.12,489.81,486.26,13.70353,12.73169,143.48792341080528,54.0
E3J2BC1221,2024-03-18 15:44:43,140.34,1276959.0,0.0,1304.03,495.85,487.82,13.7931,12.04111,143.43815441647465,54.0
E3J2BC1221,2024-03-18 15:44:57,140.3,1276959.0,0.0,1304.03,495.85,487.82,13.7931,12.04111,143.43815441647465,54.0
E3J2BC1221,2024-03-18 15:46:01,140.83,1276959.0,0.0,1304.03,495.85,487.82,13.03752,11.98462,143.43815441647465,54.0
E3J2BC1221,2024-03-18 15:46:06,140.78,1276959.0,0.0,1304.03,495.85,487.82,13.03752,11.98462,143.43815441647465,54.0
E3J2BC1221,2024-03-18 15:46:21,140.94,1276959.0,0.0,1304.03,495.85,487.82,13.03752,11.98462,143.43815441647465,54.0
E3J2BC1221,2024-03-18 15:46:35,140.74,1276959.0,0.0,1304.03,495.85,487.82,13.03752,11.98462,143.43815441647465,54.0
E3J2BC1221,2024-03-18 15:46:40,140.92,1276959.0,0.0,1304.03,495.85,487.82,12.90208,11.93496,143.43815441647465,54.0
E3J2BC1221,2024-03-18 15:46:45,140.85,1276959.0,0.0,1304.03,495.85,487.82,12.90208,11.93496,143.43815441647465,54.0
E3J2BC1221,2024-03-18 15:46:49,141.04,1277208.63,4.95,1304.2,494.2,487.37,12.90208,11.93496,143.4124985898257,54.0
